UserId,UserName,Title,ActionDate,Description,ActionType,ActionOn,DateTime,ObjectName,ObjectType
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,lift_amt,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,interest_rate,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,industry_name,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,industry_code,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,hurdle_rate,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,handset_model,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,handset_make,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,grade,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,gender,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,fid_state,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,fid_region,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,exposure_scaled,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,exposure_amount,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,ethnicity,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,ercsn,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,entry_date,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,el_alll,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,economic_capital_all,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,dur_sec,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,dur_min,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,discipline_days,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,default_rates__25bp,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,default_rate,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,date_quarter,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,date_of_offense,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,date_month,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,date_active_months_on_books,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,date,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,cvar_99_97_1_year,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,customer_attribute_1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,cusip_key,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,counterparty_ratings,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,counterparty,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,component_var,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,component_cvar,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,collateral00,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,collateral,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,claim_attribute_1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,city_long,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,city_lat,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,city_geo,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,category,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,capital_used,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,capital_ratio,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,capital_allocated,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_state,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_nxx,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_npa,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_country,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_cc,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_carrier,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_Long,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_Lat,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_3ISO,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calling_2ISO,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_state,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_nxx,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_npa,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_country,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_cc,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_carrier,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_Long,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_Lat,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_3ISO,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,called_2ISO,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,calldrop,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,call_type,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,call_international,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,business_unit,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_units,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_scenario,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_margin_pct,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_margin,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_capital_ratio,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,baseline_amt,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,attendance_days,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,alctl,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,adverse_scenario,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,adverse_capital_ratio,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,action,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,WARRANTY_CLAIM_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,VENDOR_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,VENDOR_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,USAGE_VALUE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,SouthReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Section,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,SWReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,STATUS_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,START_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,SHOP_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,SHIP_YEAR_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,SHIP_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PlaysPerMachine,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Plays,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Peach,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Pct_Unit_Lift,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Pct_Amt_Lift,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PacReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROMOTIONAL_FEE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_HIER_SK1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_HIER_SK1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_HIER_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PROD_HIER_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRODUCT_MODEL_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRODUCT_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRODUCTION_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRIMARY_MATERIAL_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRIMARY_MATERIAL_GROUP_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRIMARY_LABOR_GROUP_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRIMARY_LABOR_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PRICE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PLAN_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PLAN_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PLAN_DESC,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L5,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L5,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L4,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L4,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_NM_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L5,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L5,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L4,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L4,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_PROD_ID_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_NM_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_NM_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_NM_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_NM_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_ID_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_ID_L3,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_ID_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PARENT_GEO_ID_L2,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,PAID_PERCENT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,OnNet,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Omega,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,OffNet,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,NoMachines,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,NewReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MtnReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Month,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Model,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Mixed,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Mexico,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Margin,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Manufacturer,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Mango,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MachineType,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MachineName,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MWReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MIN_of_Current_price,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MIN_of_CURRENT_COST,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MAX_of_Current_price,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MAX_of_CURRENT_COST,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,MAReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Lime,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Lemon,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Last_Cell_Tech,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,LAC,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Kiwi,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Intl,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,India,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,IN_SERVICE_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,INV_UNITS,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,INV_RETAIL_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,IMU_PERCENT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GrossRevenuePerMachine,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GrossRevenue,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Grape,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Gamma,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GTReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GROSS_OTHER_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GROSS_MATERIAL_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GROSS_LABOR_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GROSS_CLAIM_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GM_denominator,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GM_Amt_Per_Unit,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GLReg,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_ID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_HIER_SK1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_HIER_SK1,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_HIER_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,GEO_HIER_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Future_Receipt_Units,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Forecast_weeks_Of_Supply,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,First_Cell_Tech,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,FcstUpper,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,FcstLower,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,FACILITY_TYPE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,FACILITY_TYPE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Epsilon,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,END_DT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Domestic,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Diff_w_Upper,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Diff_w_Lower,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Denomination,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Delta,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,DEFECT_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,DEFECT_CD,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Current_price,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Current_Regular_Price_Date,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Current_Cost_Date,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Clearance_Start_Dt,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,China,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,ChiSq,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Casino,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Canada,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CURRENT_REGULAR_PRICE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CURRENT_MARGIN_PCT_BASE,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CURRENT_COST,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CURRENT_COST,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,COST_TO_COMP_PRICE_VAR,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,COMPETITOR_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,COMPETITOR_NM,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CLAIM_SUBMITTED_DT_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CLAIM_REPAIR_START_DT_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CLAIM_REPAIR_END_DT_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CLAIM_PROCESSED_DT_SK,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CID,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,CGI,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Beta,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Berry,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,BASE_SALES_UNITS,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,BASE_SALES_AMT,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Avg_Weekly_units,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Avg_Weekly_Sales_Amt,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Avg_Weekly_GM_Amt,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,Apple,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,AVG_WOS,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:44,ADJ_PRICE,
sasadm,SAS Administrator,,2024-02-05,,updated,Application,05/02/2024 20:14:33,Visual Analytics Admin 7.5,
sasadm,SAS Administrator,,2024-02-05,,updated,SAS report (2G),05/02/2024 20:14:25,SAS Visual Analytics Sample,
sasadm,SAS Administrator,,2024-02-05,,added,SAS report (2G),05/02/2024 20:14:24,SAS Visual Analytics Sample,
sasadm,SAS Administrator,,2024-02-05,,updated,Table,05/02/2024 20:14:12,VA_SAMPLE_SMALLINSIGHT,
sasadm,SAS Administrator,,2024-02-05,,updated,Application,05/02/2024 20:14:12,Visual Analytics Admin 7.5,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorType,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorSatisfaction,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorRating,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorLoyaltyProgram,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorLon,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorLat,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,VendorDistance,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,Vendor,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,TransactionMonthOfYear,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,TransactionDayOfWeek,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,TransactionDate,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepVendors,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepVendorBase,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepTarget,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepRating,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepRate,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepOrders,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRepActual,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,SalesRep,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,ProductStyle,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,ProductSKU,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,ProductMake,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,ProductLine,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,ProductBrand,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,OrderTotal,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,OrderSalesCost,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,OrderProductCost,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,OrderMarketingCost,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,OrderDistributionCost,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,Order,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,MfgFacilityLon,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,MfgFacilityLat,
sasadm,SAS Administrator,,2024-02-05,,added,Column,05/02/2024 20:14:12,MfgFacility,
