GroupName,GroupDescription,Grouptype,CapabilityId,CapabilitiyGroupName,CapName,ComponentName
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.ALERT.CREATE,Anti-Money Laundering Alerts,Create Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.ATTACHMENT.CREATE,Anti-Money Laundering Attachments,Create Attachment,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.ENTITY.ROUTE,Anti-Money Laundering Entities,Route Entity,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.CASE.ROUTE,Anti-Money Laundering Cases,Route My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.CASE.CREATE,Anti-Money Laundering Cases,Create Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.ALERT.EDIT,Anti-Money Laundering Alerts,Edit Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,FCF.EXPORT.CSV,Compliance Solutions Services,Export to CSV,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.CASE.ROUTE.ALL,Anti-Money Laundering Cases,Route Any Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Manager,Anti-Money Laundering Manager,ROLE,AML.REPORT.ROUTE,Anti-Money Laundering Regulatory Reports,Route My Regulatory Reports for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.HOME.ACCESS.SA,Anti-Money Laundering Scenarios,Access AML Scenario Administrator,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.SCENARIO.EDIT,Anti-Money Laundering Scenarios,"Edit Scenarios, Headers and Routing Rule Groups",Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.RISK_ASSESSMENTS.ACCESS.AVAILABLE,Anti-Money Laundering Risk Assessment,Access Available Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.SCENARIO.CREATE,Anti-Money Laundering Scenarios,"Create Scenarios, Headers and Routing Groups",Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.SCENARIO.IMPORT,Anti-Money Laundering Scenarios,Import Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.SCENARIO.TEST,Anti-Money Laundering Scenarios,Test Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Anti-Money Laundering Risk Assessment,Access Closed Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.ALERTS.ACCESS.CLOSED,Anti-Money Laundering Alerts,Access Closed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,FCF.ENTITY.ACCESS,Anti-Money Laundering Alerts,Access Entity,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.ALERTS.ACCESS.SEARCH,Anti-Money Laundering Alerts,Access Alert Search,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Anti-Money Laundering Risk Assessment,Access Risk Assessments Search,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.SCENARIO.EXPORT,Anti-Money Laundering Scenarios,Export Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.ALERTS.ACCESS.SUPPRESSED,Anti-Money Laundering Alerts,Access Suppressed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,AML.ALERTS.ACCESS.AVAILABLE,Anti-Money Laundering Alerts,Access Available Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,ROLE,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CASE_ADMIN,Users who administer Case Management.,ROLE,Refresh Labels,Administration,Refresh Labels,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Bulk Load Index,Search,Bulk Load Index,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Print Case,Case,Print Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,View Documentation,Administration,View Documentation,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Clear Cache,Administration,Clear Cache,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Upload Report Configuration,Administration,Upload Report Configuration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Upload Search Configuration,Administration,Upload Search Configuration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Upload Custom Properties,Administration,Upload Custom Properties,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,Upload UI Definitions,Administration,Upload UI Definitions,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Upload Custom Properties,Administration,Upload Custom Properties,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Terminate Report Workflow,Report,Terminate Report Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Comment To Any Report,Report,Add Comment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Subscribe to Any Party,Party,Subscribe to Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Case Comment,Case,Delete Any Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,View Documentation,Administration,View Documentation,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any EFile Comment,EFile,Delete Any EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete My Party Comment,Party,Delete My Party Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Subscribe to Any Incident,Incident,Subscribe to Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit Incident,Incident,Edit Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete My Case Comment,Case,Delete My Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Attachment To Report,Report,Add Attachment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit Party,Party,Edit Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete My Incident Comment,Incident,Delete My Incident Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Comment To Any Incident,Incident,Add Comment To Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Incident Attachment,Incident,Delete Any Incident Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Terminate Case Workflow,Case,Terminate Case Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Reassign Any Case,Case,Reassign Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Comment To Any Case Anytime,Case,Add Comment To Any Case Anytime,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit My Closed Case,Case,Edit My Closed Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Refresh Labels,Administration,Refresh Labels,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Incident To Case,Relational,Add Incident To Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit EFile,EFile,Edit EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Activate Report Workflow,Report,Activate Report Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Comment To Any Party,Party,Add Comment To Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Create Party,Party,Create Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Clear Cache,Administration,Clear Cache,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Upload Report Configuration,Administration,Upload Report Configuration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any EFile Attachment,EFile,Delete Any EFile Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete My EFile Comment,EFile,Delete My EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Report Comment,Report,Delete Any Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Party Attachment,Party,Delete Any Party Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Activate Case Workflow,Case,Activate Case Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Reassign My Case,Case,Reassign My Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Bulk Load Index,Search,Bulk Load Index,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Attachment To EFile,EFile,Add Attachment To EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Add Comment To Any EFile,EFile,Add Comment To EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Create EFile,EFile,Create EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit Report,Report,Edit Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Incident Comment,Incident,Delete Any Incident Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Create Incident,Incident,Create Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Subscribe to Any Case,Case,Subscribe to Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Print Case,Case,Print Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Case Attachment,Case,Delete Any Case Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit Any Closed Case,Case,Edit Any Closed Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit My Case Anytime,Case,Edit My Case Anytime,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Upload Search Configuration,Administration,Upload Search Configuration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Subscribe to Any Report,Report,Subscribe to Any Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Party Comment,Party,Delete Any Party Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Upload UI Definitions,Administration,Upload UI Definitions,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Subscribe to Any EFile,EFile,Subscribe to Any EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete Any Report Attachment,Report,Delete Any Report Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Delete My Report Comment,Report,Delete My Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Create Report,Report,Create Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Edit Any Case Anytime,Case,Edit Any Case Anytime,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,ROLE,Create Case,Case,Create Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Edit My Closed Case,Case,Edit My Closed Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Delete My Report Comment,Report,Delete My Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Add Comment To Any Report,Report,Add Comment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Edit Party,Party,Edit Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Create Report,Report,Create Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Create Party,Party,Create Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Create Incident,Incident,Create Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Add Comment To Any EFile,EFile,Add Comment To EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Subscribe to Any Party,Party,Subscribe to Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Add Comment To Any Incident,Incident,Add Comment To Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Edit Incident,Incident,Edit Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Delete My EFile Comment,EFile,Delete My EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Edit Report,Report,Edit Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Subscribe to Any Case,Case,Subscribe to Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Subscribe to Any Report,Report,Subscribe to Any Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Delete My Case Comment,Case,Delete My Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Add Incident To Case,Relational,Add Incident To Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Subscribe to Any EFile,EFile,Subscribe to Any EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Add Comment To Any Party,Party,Add Comment To Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Reassign My Case,Case,Reassign My Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Delete My Party Comment,Party,Delete My Party Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Subscribe to Any Incident,Incident,Subscribe to Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ANALYST,Users who analyze incoming incidents.,ROLE,Delete My Incident Comment,Incident,Delete My Incident Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Delete My Report Comment,Report,Delete My Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Delete My Case Comment,Case,Delete My Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_FILER,Users who perform legal review of cases.,ROLE,Delete My EFile Comment,EFile,Delete My EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete Any Case Attachment,Case,Delete Any Case Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Edit Party,Party,Edit Party,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Create Party,Party,Create Party,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete Any Incident Attachment,Incident,Delete Any Incident Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Incident To Case,Relational,Add Incident To Case,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Comment To Any EFile,EFile,Add Comment To EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete My Party Comment,Party,Delete My Party Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Edit Incident,Incident,Edit Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Edit My Closed Case,Case,Edit My Closed Case,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Subscribe to Any EFile,EFile,Subscribe to Any EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Attachment To Report,Report,Add Attachment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Create Report,Report,Create Report,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete My Case Comment,Case,Delete My Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Edit Report,Report,Edit Report,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Comment To Any Party,Party,Add Comment To Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Create Incident,Incident,Create Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Activate Report Workflow,Report,Activate Report Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete Any Party Attachment,Party,Delete Any Party Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete My Incident Comment,Incident,Delete My Incident Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete My EFile Comment,EFile,Delete My EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Subscribe to Any Report,Report,Subscribe to Any Report,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Comment To Any Incident,Incident,Add Comment To Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Print Case,Case,Print Case,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Reassign My Case,Case,Reassign My Case,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Create Case,Case,Create Case,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete Any Report Attachment,Report,Delete Any Report Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Delete My Report Comment,Report,Delete My Report Comment,Ent Case Mgmt Mid-Tier 6.3
